v1,v2,length
0,4 oclock mine bash flat plan,45
0,girl stay bed girl doesnt need recovery time id rather pass fun cooped bed,127
0,special,22
0,know need get hotel got invitation apologise cali sweet come english blokes weddin,146
0,sorry took long omw,31
0,wait ltgt min,15
0,ok give 5 minutes think see btw youre alibi cutting hair whole time,97
0,imagine finally get sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,272
0,hurry ive weeddeficient like three days,51
0,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,118
0,ok every night take warm bath drink cup milk youll see work magic still need loose weight know,134
0,iû÷ll look frying pan case itû÷s cheap book perhaps thatû÷s silly frying pan isnû÷t likely book,134
0,well uv causes mutations sunscreen like essential thesedays,64
0,lunchyou onlinewhy,36
0,know friend already told,39
0,hi princess thank pics pretty,66
0,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee,141
0,hi msg meim office,21
0,thanx 4 e brownie v nice,28
0,geeeee love much barely stand,48
1,gent trying contact last weekends draw shows å£1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm,154
0,fuck babe miss already know cant let send money towards net need want crave,130
0,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh,101
0,oooh bed ridden ey thinking,43
0,anyways go gym whatever love smiles hope ok good day babe miss much already,135
0,love daddy make scream pleasure going slap ass dick,89
0,wot u wanna missy,25
0,yar lor wait 4 mum 2 finish sch lunch lor whole morning stay home clean room room quite clean hee,125
0,know lab goggles went,37
0,open door,21
0,waiting call,21
0,nope waiting sch 4 daddy,30
1,1000 cash 2000 prize claim call09050000327,63
0,im tired arguing week week want ill,104
0,ìï wait 4 sch finish ard 5,34
1,mobile number å£5000 claim calls us back ring claims hot line 09050005321,98
0,arngd marriage u r walkin unfortuntly snake bites u bt love marriage dancing frnt snake amp sayin bite bite,135
0,huh early ì dinner outside izzit,47
0,ok anyway need change said,46
1,tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow,149
0,exwife able kids want kids one day,60
0,hows scotland hope showing jjc tendencies take care live dream,91
0,tell u headache want use 1 hour sick time,68
0,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lessons den,98
0,pete please ring meive hardly gotany credit,51
0,ya srsly better yi tho,27
0,im meeting call later,32
1,ur chance win å£250 wkly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk,116
1,specially selected receive 2000 pound award call 08712402050 lines close cost 10ppm 16 tcs apply ag promo,135
1,private 2003 account statement 07753741225 shows 800 unredeemed points call 08715203677 identifier code 42478 expires 241004,139
0,still grand prix,23
0,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz,138
0,great,22
0,gud mrng dear nice day,29
1,important customer service announcement call freephone 0800 542 0825,84
0,exhausted train morning much wine pie sleep well,84
0,im going buy mums present ar,35
0,mind blastin tsunamis occur rajnikant stopped swimming indian oceand,96
0,u sending home first ok lor im ready yet,55
0,speaking cash yet,37
0,happy come noon,37
0,meet lunch la,19
0,take care n get well soon,25
1,xclusiveclubsaisai 2morow 285 soiree speciale zouk nichols parisfree roses 2 ladies info 0794674629107880867867,127
0,meant say cant wait see u getting bored bridgwater banter,87
0,neva mind ok,16
0,fine imma get drink somethin want come find,62
1,22 days kick euro2004 u kept date latest news results daily removed send get txt stop 83222,138
0,valentine game send dis msg ur friends 5 answers r someone really loves u ques colour suits bestrply,147
0,many dependents,22
0,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc,106
0,called said himthen choose future,62
0,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles 1st,141
0,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,133
0,family happiness,23
0,come n pick ì come immediately aft ur lesson,53
0,let snow let snow kind weather brings ppl together friendships grow,100
0,dear got ltgt dollars hi hi,32
0,good words words may leave u dismay many times,53
0,make sure alex knows birthday fifteen minutes far youre concerned,86
0,sorry got things may pub later,54
0,nah straight bring bud drinks something thats actually little useful straight cash,120
0,haha good hear im officially paid market 8th,65
0,many licks take get center tootsie pop,65
0,yup thk r e teacher said make face look longer darren ask 2 cut short,100
1,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693,128
1,todays vodafone numbers ending 4882 selected receive å£350 award number matches call 09064019014 receive å£350 award,148
0,please dont say like hi hi hi,34
0,thank u,7
0,oh forwarded message thought send,61
0,got seventeen pounds seven hundred ml ûò hope ok,56
1,dear voucher holder 2 claim weeks offer pc go httpwwwetlpcoukexpressoffer tscs apply2 stop texts txt stop 80062,130
0,n funny,17
0,sweetheart hope kind day one loads reasons smile biola,97
0,ì login dat time dad fetching ì home,45
0,shower baby,34
0,askd u question hours answer,52
0,well imma definitely need restock thanksgiving ill let know im,85
0,said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day,126
0,probably gonna swing wee bit,36
0,ya nice ready thursday,34
0,allo braved buses taken trains triumphed mean weû÷re bû÷ham jolly good rest week,124
0,watching cartoon listening music amp eve go temple amp church u,84
0,mind ask happened dont say uncomfortable,78
1,private 2003 account statement shows 800 unredeemed points call 08715203694 identifier code 40533 expires 311004,127
0,prob send email,33
1,1000 cash 2000 prize claim call09050000327 tc rstm sw7 3ss 150ppm,86
0,thats cool sometimes slow gentle sonetimes rough hard,62
0,im gonna say sorry would normal starting panic time sorry seeing tuesday,113
0,wait know wesleys town bet hella drugs,62
0,fine miss much,25
0,u got persons story,28
0,tell drug dealers getting impatient,44
0,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng,153
0,place man,36
0,doesnt make sense take unless free need know wikipediacom,91
1,88800 89034 premium phone services call 08718711108,59
0,sea lays rock rock envelope envelope paper paper 3 words,129
0,mums repent,20
0,sorry going home first daddy come fetch ì later,50
0,leave de start prepare next,34
0,yes baby study positions kama sutra,58
0,en chikku nange bakra msg kalstiyathen teacoffee,52
0,carlosll minute still need buy,53
0,pay ltdecimalgt lakhs,31
0,good evening ttyl,24
0,u receive msg,20
0,ho ho big belly laugh see ya tomo,34
1,sms ac sun0819 posts helloyou seem cool,39
1,get ur 1st ringtone free reply msg tone gr8 top 20 tones phone every week å£150 per wk 2 opt send stop 08452810071 16,151
0,ditto wont worry saying anything anymore like said last night whatever want ill peace,146
0,ive got ltgt way could pick,38
0,dont knw pa drink milk,31
0,maybe say hi find got card great escape wetherspoons,76
0,piggy r u awake bet ure still sleeping im going 4 lunch,61
0,cause im freaky lol,23
0,missed call cause yelling scrappy miss u cant wait u come home im lonely today,102
0,hex place talk explain,42
0,ìï log 4 wat sdryb8i,28
0,xy going 4 e lunch,21
1,hi im sue 20 years old work lapdancer love sex text live im bedroom text sue 89555 textoperator g2 1da 150ppmsg 18,149
0,wanted ask ì wait 4 finish lect cos lect finishes hour anyway,84
0,finished work yet,27
0,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni8,139
0,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday,163
0,thanks love torch bold,40
1,forwarded 448712404000please call 08712404000 immediately urgent message waiting,108
0,farm open,17
0,sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx,101
0,sister law hope great month saying hey abiola,73
0,purchase stuff today mail po box number,71
0,ah poop looks like ill prob send laptop get fixed cuz gpu problem,91
0,good good job like entrepreneurs,34
0,aight close still around alexs place,51
0,meet corporation st outside gap û see mind working,76
0,mum ask ì buy food home,26
0,ku also dont msg reply msg,36
0,much r ì willing pay,27
0,sorry ill call later,20
0,important prevent dehydration giving enough fluids,77
0,thats bit weird even supposed happening good idea sure pub,103
0,true deari sat pray evening felt soso smsd time,68
0,dont think get away trek long family town sorry,74
0,wanna gym harri,30
0,quite late lar ard 12 anyway wun b drivin,43
1,review keep fantastic nokia ngage game deck club nokia go 2 wwwcnupdatescomnewsletter unsubscribe alerts reply word,149
1,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tcs,154
0,height confidence aeronautics professors wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt 1 didnt move saidif made students,257
0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,195
1,08714712388 10am7pm cost 10p,36
0,save stress person dorm account send account details money sent,122
0,also knows lunch menu da know,46
0,stuff sell ill tell,38
1,449071512431 urgent 2nd attempt contact uu å£1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50,156
0,book lesson msg call work sth im going get specs membership px3748,112
1,guaranteed å£1000 cash å£2000 prize claim yr prize call customer service representative 08714712394 10am7pm,145
0,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime,158
0,oh send address,28
0,sfine anytime best,34
0,wondar full flim,24
0,ya even cookies jelly,40
0,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run,216
0,got looks scrumptious daddy wants eat night long,65
0,cos lar im ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,127
0,alright omw gotta change order half8th,46
0,exactly anyways far jide study visiting,61
0,dunno u ask,16
1,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email call 123,97
0,didnt spring coming early yay,38
0,lol wont feel bad use money take steak dinner,78
0,even u dont get trouble convincingjust tel twice tel neglect msgs dont c read itjust dont reply,133
